timestamp,pm2_5,pm10,temperature,humidity,pressure,gas_resistance,mq135,aqi
2026-07-03T02:45:47.733Z,26.4,27.2,32.9,70,1005.3,1.4,1210,81
2026-07-03T02:45:57.721Z,27.4,28.6,32.9,70.1,1005.3,1.5,1210,83
2026-07-03T02:46:07.747Z,30.4,33.2,32.8,70.1,1005.3,1.5,967,89
2026-07-03T02:46:17.727Z,29,31,32.8,70.1,1005.3,1.6,967,86
2026-07-03T02:46:27.754Z,29.6,31.6,32.7,70.1,1005.3,1.7,873,87
2026-07-03T02:46:37.719Z,28.4,29.4,32.7,70.1,1005.3,1.8,873,85
2026-07-03T02:46:47.721Z,28.6,29.2,32.7,70,1005.3,1.9,828,85
2026-07-03T02:46:57.717Z,29.4,31.8,32.7,70,1005.3,2,828,87
2026-07-03T02:47:07.714Z,30,33,32.6,69.9,1005.3,2.2,704,88
2026-07-03T02:47:17.718Z,28.8,31.2,32.6,69.8,1005.3,2.3,659,86
2026-07-03T02:47:27.716Z,28.2,33,32.6,69.8,1005.3,2.5,615,84
2026-07-03T02:47:37.713Z,28,29.8,32.6,69.7,1005.3,2.7,559,84
2026-07-03T02:47:47.716Z,29.6,30,32.6,69.7,1005.3,2.9,549,87
2026-07-03T02:47:57.835Z,29,32,32.6,69.6,1005.3,3.1,524,86
2026-07-03T02:48:07.742Z,28.6,32.2,32.6,69.6,1005.3,3.3,478,85
2026-07-03T02:48:17.723Z,28.6,33,32.6,69.5,1005.3,3.5,475,85
2026-07-03T02:48:27.723Z,29.8,32.2,32.6,69.5,1005.3,3.7,464,88
2026-07-03T02:48:37.728Z,28.4,31.4,32.6,69.4,1005.3,3.9,439,85
2026-07-03T02:48:47.725Z,27.6,31.6,32.6,69.3,1005.3,4.1,432,83
2026-07-03T02:48:57.719Z,28.6,31.6,32.6,69.3,1005.3,4.4,426,85
2026-07-03T02:49:07.719Z,27.6,31.8,32.6,69.2,1005.3,4.6,409,83
2026-07-03T02:49:17.716Z,27.2,30.4,32.6,69.2,1005.3,4.9,400,82
2026-07-03T02:49:27.716Z,29.2,32.2,32.7,69.1,1005.3,5.2,399,86
2026-07-03T02:49:37.762Z,29.4,32.4,32.7,69,1005.3,5.4,384,87
2026-07-03T02:49:47.713Z,30,34,32.7,68.9,1005.3,5.7,379,88
2026-07-03T02:49:57.719Z,29.2,32.2,32.7,68.8,1005.3,6,376,86
2026-07-03T02:50:07.775Z,28.2,29.8,32.7,68.7,1005.3,6.3,369,84
2026-07-03T02:50:17.794Z,28.2,28.2,32.8,68.7,1005.3,6.6,368,84
2026-07-03T02:50:27.757Z,28.6,29.8,32.8,68.6,1005.3,6.8,365,85
2026-07-03T02:50:37.920Z,26,29,32.8,68.5,1005.3,7.1,361,80
2026-07-03T02:50:47.794Z,28.2,30.4,32.8,68.4,1005.3,7.4,356,84
2026-07-03T02:50:57.724Z,28.6,30.6,32.9,68.3,1005.3,7.7,349,85
2026-07-03T02:51:07.713Z,27,29.8,32.9,68.2,1005.3,8,346,82
2026-07-03T02:51:17.738Z,26,29,32.9,68.1,1005.3,8.3,340,80
2026-07-03T02:51:27.712Z,26.6,29.6,32.9,68.1,1005.3,8.6,340,81
2026-07-03T02:51:37.712Z,29,32.2,33,68,1005.3,8.9,339,86
2026-07-03T02:51:47.733Z,29.2,31.2,33,67.9,1005.3,9.2,336,86
2026-07-03T02:51:57.718Z,29.4,30.4,33,67.8,1005.3,9.5,330,87
2026-07-03T02:52:07.771Z,28,29,33,67.7,1005.3,9.8,329,84
2026-07-03T02:52:17.875Z,29,30,33.1,67.7,1005.3,10.1,329,86
2026-07-03T02:52:27.751Z,29,29.6,33.1,67.6,1005.3,10.3,329,86
2026-07-03T02:52:37.775Z,30,31.8,33.1,67.5,1005.3,10.6,325,88
2026-07-03T02:52:47.723Z,27.8,33,33.1,67.5,1005.3,10.9,322,84
2026-07-03T02:52:57.762Z,30.4,34.6,33.2,67.4,1005.3,11.2,322,89
2026-07-03T02:53:07.743Z,31.2,34,33.2,67.3,1005.3,11.4,320,91
2026-07-03T02:53:17.771Z,29.8,31.6,33.2,67.2,1005.3,11.7,320,88
2026-07-03T02:53:27.749Z,30,32,33.2,67.2,1005.3,12,320,88
2026-07-03T02:53:37.711Z,29.2,33,33.3,67.1,1005.3,12.2,316,86
2026-07-03T02:53:47.773Z,29,31.6,33.3,67,1005.3,12.5,314,86
2026-07-03T02:53:57.861Z,28.4,30.8,33.3,67,1005.3,12.8,314,85
2026-07-03T02:54:07.762Z,30,32.4,33.3,66.9,1005.3,13,314,88
2026-07-03T02:54:17.790Z,29.2,32.4,33.4,66.9,1005.3,13.3,313,86
2026-07-03T02:54:27.821Z,31,34,33.4,66.8,1005.3,13.6,313,90
2026-07-03T02:54:37.756Z,30.2,33.2,33.4,66.8,1005.3,13.8,312,89
2026-07-03T02:54:47.808Z,31,34,33.4,66.7,1005.3,14.1,311,90
2026-07-03T02:54:57.715Z,31,33.8,33.4,66.7,1005.3,14.3,310,90
2026-07-03T02:55:07.714Z,30,34,33.4,66.6,1005.3,14.5,309,88
2026-07-03T02:55:17.729Z,29,33,33.5,66.5,1005.3,14.8,307,86
2026-07-03T02:55:27.773Z,29.6,32.6,33.5,66.5,1005.3,15,304,87
