timestamp,pm2_5,pm10,temperature,humidity,pressure,gas_resistance,mq135,aqi
2026-07-07T02:27:33.372Z,9.8,15.4,28.2,57.3,1001,9.2,202,40
2026-07-07T02:27:43.364Z,9.4,16,28.2,57.3,1001,9.3,202,39
2026-07-07T02:27:53.366Z,10,16.2,28.2,57.3,1001,9.4,202,41
2026-07-07T02:28:03.363Z,9,14.4,28.2,57.3,1001,9.5,202,37
2026-07-07T02:28:13.363Z,9.6,14,28.2,57.3,1001,9.7,203,40
2026-07-07T02:28:23.409Z,9,14,28.2,57.3,1001,9.8,203,37
2026-07-07T02:28:33.374Z,8,11.6,28.3,57.3,1001,9.9,203,33
2026-07-07T02:28:43.377Z,9.4,12.2,28.3,57.3,1001,10,203,39
2026-07-07T02:28:53.362Z,14.2,16.2,28.3,57.3,1001,10.1,203,55
2026-07-07T02:29:03.362Z,16,17,28.3,57.3,1001,10.3,203,59
2026-07-07T02:29:13.363Z,14.6,16.6,28.3,57.3,1001,10.4,203,56
2026-07-07T02:29:23.362Z,13.6,15.8,28.3,57.2,1001.1,10.5,203,54
2026-07-07T02:29:33.385Z,11.4,14.4,28.3,57.2,1001.1,10.7,203,47
2026-07-07T02:29:43.360Z,11.2,14,28.3,57.2,1001.1,10.8,204,46
2026-07-07T02:29:53.367Z,13,15.4,28.3,57.3,1001.1,10.9,203,52
2026-07-07T02:30:03.366Z,13.4,15.4,28.3,57.3,1001.1,11,203,53
2026-07-07T02:30:13.454Z,15,16,28.3,57.3,1001.1,11.1,204,57
2026-07-07T02:30:23.368Z,14.4,16.4,28.3,57.3,1001.1,11.2,206,55
2026-07-07T02:30:33.363Z,14,16.2,28.3,57.4,1001.1,11.4,204,54
2026-07-07T02:30:43.360Z,12.6,15.6,28.3,57.4,1001.1,11.5,206,52
2026-07-07T02:30:53.379Z,13.8,17.4,28.3,57.4,1001.1,11.6,206,54
2026-07-07T02:31:03.358Z,13.8,17.8,28.3,57.5,1001.1,11.7,207,54
2026-07-07T02:31:13.360Z,13.6,16.6,28.3,57.5,1001.1,11.8,207,54
2026-07-07T02:31:23.359Z,15.4,17,28.3,57.6,1001.1,11.9,207,57
2026-07-07T02:31:33.351Z,16.2,16.4,28.3,57.6,1001.1,12,208,59
2026-07-07T02:31:43.356Z,17,17.2,28.3,57.7,1001.1,12.2,208,61
2026-07-07T02:31:53.370Z,15.4,15.4,28.3,57.8,1001.1,12.3,208,57
2026-07-07T02:32:03.354Z,14.6,14.6,28.3,57.9,1001.1,12.4,208,56
2026-07-07T02:32:13.361Z,15.6,15.6,28.3,58,1001.1,12.5,208,58
2026-07-07T02:32:23.599Z,16,16,28.2,58.1,1001.1,12.6,209,59
2026-07-07T02:32:33.358Z,16,17,28.2,58.2,1001.1,12.7,209,59
2026-07-07T02:32:43.360Z,14.4,15.4,28.2,58.2,1001.1,12.9,209,55
2026-07-07T02:32:53.362Z,15,17.6,28.2,58.3,1001,13,214,57
2026-07-07T02:33:03.361Z,14,17,28.1,58.4,1001,13.1,219,54
2026-07-07T02:33:13.362Z,16.6,20,28.1,58.4,1001,13.2,219,60
2026-07-07T02:33:23.360Z,16.4,20.2,28.1,58.5,1001,13.3,219,60
2026-07-07T02:33:33.361Z,16.8,18.6,28.1,58.6,1001,13.4,219,60
2026-07-07T02:33:43.372Z,16.6,16.8,28.1,58.6,1001,13.5,219,60
2026-07-07T02:33:53.388Z,15.8,16.8,28,58.7,1001,13.6,221,58
2026-07-07T02:34:03.363Z,15.4,16.4,28,58.7,1001,13.8,221,57
2026-07-07T02:34:13.367Z,14.8,16.6,28,58.8,1001,13.9,221,56
2026-07-07T02:34:23.366Z,11.8,13.8,28,58.8,1001,14,221,49
2026-07-07T02:34:33.388Z,12.6,14.6,28,58.8,1001,14.1,222,52
2026-07-07T02:34:43.369Z,13.6,15.6,28,58.9,1001,14.2,223,54
2026-07-07T02:34:53.433Z,14,15,27.9,58.9,1001,14.3,223,54
2026-07-07T02:35:03.361Z,15.6,16.6,27.9,59,1001,14.4,223,58
2026-07-07T02:35:13.358Z,15.8,19,27.9,59,1001,14.5,224,58
2026-07-07T02:35:23.359Z,16.8,19.4,27.9,59.1,1001,14.6,224,60
2026-07-07T02:35:33.373Z,16.6,18.6,27.9,59.1,1001,14.7,224,60
2026-07-07T02:35:43.359Z,17.6,18.6,27.9,59.2,1001,14.8,224,62
2026-07-07T02:35:53.357Z,16.8,17.8,27.9,59.2,1001,14.8,224,60
2026-07-07T02:36:03.361Z,17.6,18,27.9,59.2,1001,14.9,224,62
2026-07-07T02:36:13.374Z,17.8,18.2,27.9,59.2,1001,15,224,62
